Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Mansfield Crossing - Tesla Supercharger,280 School Street,,Mansfield,MA,02048,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.013724,-71.23175,2022-10-03,102204,2022-12-01 17:40:26 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Dunkin' Donuts - Tesla Supercharger,22 Meetinghouse Lane,,Sagamore Beach,MA,02562,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,41.781195,-70.540289,2022-10-03,102205,2022-12-01 17:40:26 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Riverdale Shops - Tesla Supercharger,935 Riverdale Street,,West Springfield,MA,01089,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.130914,-72.621435,2022-10-03,102206,2022-12-01 17:40:26 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Swissbakers Inc. - Tesla Destination,168 Western Ave,,Allston,MA,02134,,617-903-3113  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.36293,-71.128439,2020-11-03,114317,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Amesbury - Tesla Destination,284  Elm St,,Amesbury,MA,01913,,978-834-5080  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.847566,-70.90827,2020-11-03,114318,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Doubletree by Hilton Cape Cod - Hyannis - Tesla Destination,287 Iyannough Rd,,Barnstable,MA,02601,,1 508-771-1700  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.661139,-70.2803,2020-11-03,114319,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Westin Copley Place - Tesla Destination,10 Huntington Ave,,Boston,MA,02116,,617-262-9600  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.348567,-71.077311,2020-11-03,114320,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,W Boston Hotel Hotel & Residences - Tesla Destination,100 Stuart St,,Boston,MA,02116,,617-261-8700  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.350937,-71.065558,2020-11-03,114321,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Four Seasons Hotel Boston - Tesla Destination,200 Boylston St,,Boston,MA,02116,,617-338-4400  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.352269,-71.068005,2020-11-03,114322,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,DoubleTree Club by Hilton Boston-Bayside - Tesla Destination,240 Mount Vernon St,,Boston,MA,02125,,617-822-3600  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.319148,-71.045934,2020-11-03,114323,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Millennium Bostonian Hotel - Tesla Destination,26 North St,,Boston,MA,02109,,617-523-3600  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.360797,-71.056261,2020-11-03,114324,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Sheraton Boston Hotel - Tesla Destination,39 Dalton St,,Boston,MA,02199,,617-236-2000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.346202,-71.084527,2020-11-03,114325,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Lenox Hotel - Tesla Destination,61 Exeter St,,Boston,MA,02116,,617-536-5300  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.349229,-71.079528,2020-11-03,114326,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,"Mandarin Oriental, Boston - Tesla Destination",776 Boylston St,,Boston,MA,02199,,617-535-8888  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.348687,-71.081645,2020-11-03,114327,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,DoubleTree by Hilton Boston - Downtown - Tesla Destination,821 Washington St,,Boston,MA,02111,,617-956-7900  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.348863,-71.064781,2020-11-03,114328,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Kimpton Nine Zero Hotel - Tesla Destination,90 Tremont St,,Boston,MA,02108,,617-772-5800  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.357362,-71.060688,2020-11-03,114329,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Captain Freeman Inn - Tesla Destination,15 Breakwater Rd,,Brewster,MA,02631,,508-896-7481  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.761856,-70.083124,2020-11-03,114330,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Residence Inn by Marriott - Tesla Destination,500 Memorial Dr,,Chicopee,MA,01020,,413-331-4440  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.172273,-72.579497,2020-11-03,114332,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Rectrix Aviation - Tesla Destination,777  Virginia Rd,,Concord,MA,01742,,978-341-8400  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.464494,-71.299243,2020-11-03,114333,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,The Harbor View Hotel - Tesla Destination,131 N Water St,,Edgartown,MA,02539,,508-627-7000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.393032,-70.506935,2020-11-03,114334,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Golf Club of Cape Cod - Tesla Destination,132 Falmouth Rd,,Falmouth,MA,02536,,508-457-7200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.631265,-70.594347,2020-11-03,114335,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,
ELEC,"The Palmer House Inn, a Select Registry Property - Tesla Destination",81 Palmer Ave,,Falmouth,MA,02540,,508-548-1230  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.555519,-70.62019,2020-11-03,114336,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Jiminy Peak Mountain Resort - Tesla Destination,37 Corey Rd,,Hancock,MA,01237,,413-738-5500  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.55585,-73.290972,2020-11-03,114337,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Wequassett Resort and Golf Club - Tesla Destination,2173 MA-28,,Harwich,MA,02645,,800-225-7125  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.722628,-69.996093,2020-11-03,114338,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,"Applegate Inn, a Select Registry Property - Tesla Destination",279 W Park St,,Lee,MA,01238,,413-243-4451  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.301083,-73.258542,2020-11-03,114339,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"The Inn at Stockbridge, a Select Registry Property - Tesla Destination",30  East St,,Lee,MA,01238,,413-298-3337  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.304763,-73.221919,2020-11-03,114340,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"Devonfield Inn, a Select Registry Property - Tesla Destination",85 Stockbridge Rd,,Lee,MA,01238,,413-243-3298  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.30095,-73.263943,2020-11-03,114341,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"Brook Farm Inn, a Select Registry Property - Tesla Destination",15 Hawthorne St,,Lenox,MA,01240,,413-637-3013  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.352589,-73.288518,2020-11-03,114342,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"Gateways Inn, a Select Registry Property - Tesla Destination",51 Walker St,,Lenox,MA,01240,,413-637-2352  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.355928,-73.282592,2020-11-03,114343,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"Cranwell Resort, Spa & Golf Club - Tesla Destination",55  Lee Rd,,Lenox,MA,01240,,413-881-1621  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.340328,-73.268624,2020-11-03,114344,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Blantyre - Tesla Destination,6 Blantyre Rd,,Lenox,MA,01240,,413-637-3556  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.339036,-73.256307,2020-11-03,114345,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,"Birchwood Inn, a Select Registry Property - Tesla Destination",7 Hubbard St,,Lenox,MA,01240,,800-524-1646  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.363027,-73.281626,2020-11-03,114346,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Terrace Inn - Tesla Destination,91 Walker St,,Lenox,MA,01240,,413-637-1773  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.355164,-73.280905,2020-11-03,114347,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,
ELEC,"Harbor Light Inn, a Select Registry Property - Tesla Destination",58 Washington St,,Marblehead,MA,01945,,781-631-2186  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.506063,-70.848242,2020-11-03,114348,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Mashpee Commons - Tesla Destination,22 Steeple St,,Mashpee,MA,02649,,508-477-5400  877-798-3752,E,,Public,24 hours daily,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.616861,-70.491357,2020-11-03,114349,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,The Westmoor Club - Tesla Destination,10  Westmoor Ln,,Nantucket,MA,02554,,508-228-9494  877-798-3752,E,,Public - Call ahead,24 hours daily; for member use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.289226,-70.117217,2020-11-03,114350,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,
ELEC,Great Harbor Yacht Club - Tesla Destination,96 Washington St,,Nantucket,MA,02554,,508-325-5200  877-798-3752,E,,Public - Call ahead,24 hours daily; for member use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.279088,-70.092471,2020-11-03,114351,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Boston/Peabody - Tesla Destination,59 Newbury St,,Peabody,MA,01960,,978-536-2020  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.556176,-70.983555,2020-11-03,114352,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Mirbeau Inn & Spa at the Pinehills - Tesla Destination,35 Landmark Drive,,Plymouth,MA,02360,,508-209-2626  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.881215,-70.598159,2020-11-03,114353,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Sage Inn & Lounge - Tesla Destination,336 Commercial St,,Provincetown,MA,02494,,508-487-6424  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.053058,-70.185219,2020-11-03,114354,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Isaiah Jones Homestead Bed & Breakfast - Tesla Destination,165  Main Street,,Sandwich,MA,02563,,508-888-9115  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.757366,-70.495067,2020-11-03,114355,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,
ELEC,The Orchards Hotel - Tesla Destination,222  Adams Rd,,Williamstown,MA,01267,,800-225-1517  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.705408,-73.191089,2020-11-03,114358,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Mashpee Commons - Tesla Supercharger,22 Steeple Street,,Mashpee,MA,02649,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,41.617554,-70.488139,2022-10-03,117726,2022-12-01 17:40:26 UTC,P,,,2018-12-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,The Shops at Highland Commons - Tesla Supercharger,2 Highland Common East,,Hudson,MA,01749,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,42.395459,-71.595021,2022-10-03,122333,2022-12-01 17:40:26 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,PB Boulangerie Bistro - Tesla Destination,15 Lecount Hollow Rd,,Wellfleet,MA,02663,,508-349-1600  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.916958,-69.989771,2020-11-03,122445,2021-03-11 23:22:17 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Van Ness Garage - Tesla Supercharger,1341 Boylston Street,,Boston,MA,02215,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.344903,-71.09933,2022-10-03,149297,2022-12-01 17:40:26 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
